Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Mullaghmeen,-7.289391953,53.76137716,Westmeath,Oldcastle,Republic of Ireland,"Cycling,Walking,Forest Park,Park and Forest Walk"
The Lakes Of Killarney,-9.5696539,52.0418477,Kerry,,Ireland,"Fishing,Angling"
Enfield Coaches Ltd,-6.850663,53.45394,Meath,Enfield,Republic of Ireland,"Transport,Coach,Road"
Kilkee Waterworld,-9.646153,52.683175,Clare,Kilkee,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator"
Mallow Swimming Pool,-8.642301,52.139776,Cork,Mallow,Republic of Ireland,"Learning,Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink"
Monaghan Leisure Complex,-6.978923,54.246248,Monaghan,Monaghan Town,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Kerry Archaeological And Historical Society,-9.698025,52.266939,Kerry,Tralee,Republic of Ireland,
Kildare Heritage and Genealogy Company,-6.7945691,53.1818388,Kildare,Newbridge,Ireland,"Tracing Your Ancestors,Activity Operator"
Kilkenny Family History,-7.254749,52.654326,Kilkenny,Kilkenny City,Republic of Ireland,Tracing Your Ancestors
Wicklow Family History Centre,-6.0388774,52.980033,Wicklow,,Ireland,Tracing Your Ancestors
East Galway Family History Society,-8.400321,53.049155,Galway,Woodford,Ireland,Tracing Your Ancestors
Gus OConnors Pub,-9.386521,53.012567,Clare,Doolin,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Moby Dicks,-7.8462074,51.9532983,Cork,Youghal,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Mills Inn,-9.170738,51.945668,Cork,Ballyvourney,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ballyknocken Cookery School,-6.1431625,52.9769314,Wicklow,Glenealy,Ireland,"Cooking,Cookery,Learning,Food and Drink,Restaurant,Activity Operator,Local Produce"
Eden Hill Language  Equestrian Centre,-8.7013971,52.1351262,Cork,Mallow,Ireland,"Horse Riding,Equestrian,Learning"
English Language Centre  National University Of Ireland,-9.060111,53.278255,Galway,,Republic of Ireland,Learning
Executive Language Training Ireland,-8.687977107,51.71055553,Cork,Bandon,Republic of Ireland,Learning
Language Centre EFL University College Cork,-8.489939,51.89323,Cork,Cork City,Republic of Ireland,Learning
Native Speaker,-8.458492,54.278091,Sligo,Ballinode,Republic of Ireland,Learning
Sunfort English Language College,-8.801905969,52.27299105,Cork,Liscarroll,Republic of Ireland,Learning
Bard Summer School,-9.988141954,53.79245548,Mayo,Clare Island,Ireland,"Learning,Activity Operator"
The Barony Of Erris  Language And Culture Irish Colleges,-9.987016054,54.22138267,Mayo,Belmullet,Republic of Ireland,"Learning,Activity Operator"
Richardsons,-9.048986,53.2750606,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Crane Bar,-9.0605523,53.2698591,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Caitins Pub,-10.06957155,52.02632796,Kerry,Kells,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Red Fox Inn,-9.881866,52.073854,Kerry,Glenbeigh,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Stokers Lodge,-9.69958,52.271948,Kerry,Tralee,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
OaNeills The Point Seafood Bar,-10.2773007,51.9292209,Kerry,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Johnstown Inn,-6.621755339,53.23725753,Kildare,Kill,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Timmy Macs Bistro,-8.7662315,52.562995,Limerick,Adare,Ireland,"Food and Drink,Restaurant"
The Jockeys,-6.4074408,54.0005183,Louth,Dundalk,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Bounty Bar,-6.7908138,53.5564496,Meath,Trim,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Lantern,-6.6828306,53.6540977,Meath,Navan,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ballyhugh Art And Culture Centre Ceili Dance Workshops,-7.58401977,54.11649607,Cavan,Ballyconnell,Republic of Ireland,"Learning,Activity Operator,Traditionally Irish"
Bridgie Terries,-7.5619317,52.1245194,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant,Seafood"
The Auld Shebeen Moate,-7.720394,53.3955572,Westmeath,Moate,Ireland,"Food and Drink,Pubs and Bar"
The Roadhouse,-7.2709144,53.5148055,Westmeath,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Mannions  Pub,-6.9368709,52.4142203,Wexford,New Ross,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Horans Baltinglass,-6.7080867,52.9408694,Wicklow,Baltinglass,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Horse  Hound Delgany,-6.091125,53.133834,Wicklow,Delgany,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Jacobs Well,-6.2308409,52.9326496,Wicklow,Rathdrum,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Greenes Restaurant,-8.4680356,51.901682,Cork,,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
The Mill Restaurant,-8.5647095,51.9331923,Cork,Blarney,Ireland,"Food and Drink,Restaurant"
Gulfstream Restaurant,-8.8617557,51.5971587,Cork,Clonakilty,Ireland,"Food and Drink,Restaurant,Vegetarian"
Man Friday,-8.517391,51.7050057,Cork,Kinsale,Ireland,"Food and Drink,Restaurant"
Castle Grove Country House and Restaurant,-7.6481831,54.9869594,Donegal,Letterkenny,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Mitchells Restaurant,-10.0222322,53.4881206,Galway,Clifden,Ireland,"Food and Drink,Restaurant,Vegetarian"
Tulsi Restaurant Galway,-9.0517893,53.2721748,Galway,,Ireland,"Food and Drink,Restaurant,Vegetarian"
Pizza Time Tralee,-9.7061111,52.2688889,Kerry,Tralee,Ireland,"Food and Drink,Restaurant,Vegetarian"
Sacre Coeur Restaurant,-9.9031298,51.838614,Kerry,Sneem,Ireland,"Food and Drink,Restaurant,Seafood"
Bistro Restaurant at Lawlors of Naas,-6.6604302,53.2195543,Kildare,Naas,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Texas Steakout,-8.6281603,52.6627708,Limerick,,Ireland,"Food and Drink,Restaurant"
Triple House Restaurant,-6.2718194,53.7619636,Louth,Termonfeckin,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Irish School Of Landscape Painting  Clifden,-10.02997524,53.46131034,Galway,Ballinaboy,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Ireland Painting Holidays,-6.24193,53.690585,Meath,Laytown,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Irish School Of Landscape Painting Wicklow,-6.1252037,53.0165134,Wicklow,Ashford,Ireland,"Craft,Shopping,Learning,Activity Operator"
Bianconi  Restaurant at the Granville,-7.1120794,52.2621198,Waterford,,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
The  Suir Inn  McAlpins,-6.996375,52.271636,Waterford,Cheekpoint,Ireland,"Food and Drink,Restaurant,Seafood"
The Marine Bar,-7.659723,52.041345,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Sacred Island,-8.453649,54.430231,Sligo,,Republic of Ireland,"Activity Operator,Tour"
Cathair Chonroa,-9.853854,52.203046,Kerry,Camp,Republic of Ireland,
Cruit Island Golf Club,-8.431021,55.047381,Donegal,,Republic of Ireland,"Golf Course,Golf"
Gweedore Golf Club,-8.315589,55.083559,Donegal,Derrybeg,Republic of Ireland,"Golf Course,Golf"
Otway Golf Club Rathmullan,-7.5276527,55.1345123,Donegal,,Ireland,"Golf Course,Golf"
Castlewarden Golf Club,-6.545115,53.265576,Kildare,Straffan,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Puffin Island,-10.4115654,51.83768309,Kerry,,Republic of Ireland,"Bird Watching,Nature and Wildlife"
Achill Golf Club,-10.0676021,53.97578,Mayo,Westport,Ireland,"Golf Course,Golf,Activity Operator"
Ashford Castle Golf Club,-9.285311,53.534499,Mayo,Cong,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Balla Golf Club,-9.1397022,53.8050442,Mayo,,Ireland,"Golf Course,Golf,Activity Operator"
Ballinrobe Golf Club,-9.1586371,53.6487714,Mayo,Ballinrobe,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Ashbourne Golf Club,-6.3792267,53.5039088,Meath,Ashbourne,Ireland,"Golf Course,Golf,Activity Operator"
Black Bush Golf Club,-6.5272556,53.5275898,Meath,Thomastown,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Laytown  Bettystown Golf Club,-6.2472742,53.7047387,Meath,Bettystown,Ireland,"Golf Course,Golf,Activity Operator"
Clones Golf Club,-7.2333125,54.1400773,Monaghan,Clones,Ireland,"Golf Course,Golf,Activity Operator"
Great National Ballykisteen Golf Hotel,-8.222676,52.501675,Tipperary,Ballykisteen,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range"
Dundrum House Hotel Golf  Leisure Resort,-8.029798,52.549714,Tipperary,Dundrum,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Thurles Golf Club,-7.8020718,52.662599,Tipperary,Thurles,Ireland,"Golf Course,Golf,Activity Operator"
Mount Juliet Equestrian Centre,-7.1931103,52.5229336,Kilkenny,,Ireland,"Horse Riding,Equestrian,Activity Operator"
Lismore Golf Club,-7.935603,52.146485,Waterford,Lismore,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Baltinglass Golf Club,-6.7173159,52.9449153,Wicklow,Baltinglass,Ireland,"Golf Course,Golf,Activity Operator"
Bray Golf Club,-6.093911,53.180385,Wicklow,Bray,Ireland,"Golf Course,Golf,Activity Operator"
Old Conna Golf Club,-6.1380261,53.215558,Wicklow,Bray,Ireland,"Golf Course,Golf"
Tramore Pitch and Putt,-7.180649,52.143245,Waterford,Tramore,Republic of Ireland,"Golf,Pitch And Putt,General,Pitch and Putt,Activity Operator"
McDonagh Pitch and Putt Club,-6.831247,53.1513578,Kildare,,Ireland,"Pitch And Putt,General,Pitch and Putt,Activity Operator"
Brownshill Dolmen,-6.8811309,52.8374752,Carlow,,Ireland,
Labbacallee Wedge Tomb,-8.3344282,52.1742113,Cork,Glanworth,Ireland,
Lusitania Monument and Graveyard,-8.29505,51.850258,Cork,Cobh,Republic of Ireland,
Schull Planetarium,-9.5460823,51.5220155,Cork,Schull,Ireland,"Learning,Tour"
Kealkil Stone Circle,-9.3705691,51.7451946,Cork,Kealkill,Ireland,
Kenmare Stone Circle,-9.587922,51.878262,Kerry,Kenmare,Republic of Ireland,
Mullaghmast,-6.848484,53.006619,Kildare,Ballitore,Republic of Ireland,
Callan Motte,-7.3918159,52.546663,Kilkenny,Callan,Ireland,
Queen Maeves Cairn,-8.5740405,54.2586043,Sligo,Strandhill,Ireland,Walking
Robinstown Great Standing Stones,-6.835135386,52.41827227,Wexford,New Ross,Republic of Ireland,
Coarse Angling Cootehill,-7.09844935,54.07190489,Cavan,Cootehill,Republic of Ireland,"Fishing,Angling"
Kerry Blackwater Fishery,-9.733656706,51.85407109,Kerry,Blackwater,Republic of Ireland,"Fishing,Angling"
Coarse Angling Clones,-7.23515687,54.17212475,Monaghan,Clones,Republic of Ireland,"Fishing,Angling"
Coarse Angling Monaghan,-6.970215679,54.24482649,Monaghan,Monaghan Town,Republic of Ireland,"Fishing,Angling"
Midlands Angling,-7.3331169,53.529121,Westmeath,Mullingar,Ireland,"Fishing,Angling,Activity Operator"
Irish Angling Safaris,-7.285431,53.614807,Westmeath,Crookedwood,Republic of Ireland,"Fishing,Angling,Activity Operator"
Gortagannive Lough Gortagannive Reservoir,-9.142901631,52.82080939,Clare,Kilmaley,Republic of Ireland,"Fishing,Angling"
Inchiquin Lough,-9.070451575,52.93884315,Clare,Corofin,Republic of Ireland,"Fishing,Angling"
Knockerra Lough,-9.491190215,52.63846713,Clare,Kilrush,Republic of Ireland,"Fishing,Angling"
Lough Achryane,-9.491467193,52.63792443,Clare,Kilrush,Republic of Ireland,"Fishing,Angling"
Lough Caum County Clare,-9.01918,52.831903,Clare,Ennis,Republic of Ireland,"Fishing,Angling"
Lough Donnell Annagheeragh River,-9.409375842,52.84562042,Clare,Milltown Malbay,Republic of Ireland,"Fishing,Angling"
Proleek Dolmen,-6.3482466,54.037178,Louth,Dundalk,Ireland,"Photography,Learning"
Angling Middle Lee,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Angling Ballinlough,-9.154836893,51.58047614,Cork,Leap,Republic of Ireland,"Fishing,Angling"
Glenbeg Lough and Lough Fadda Cork,-9.446138246,51.67684082,Cork,Castletownbere,Republic of Ireland,"Fishing,Angling"
Lower Lough Avaul,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
River Lee System,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Schull Reservoir,-9.547949496,51.52692098,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Upper Lough Avaul,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Dunfanaghy Anglers Association Waters,-7.969928,55.183295,Donegal,Dunfanaghy,Republic of Ireland,"Fishing,Angling"
Erne Salmon Fishing,-8.200471288,54.49734081,Donegal,Ballyshannon,Republic of Ireland,"Fishing,Angling"
Lough Anna,-8.295513319,54.79439201,Donegal,Glenties,Republic of Ireland,"Fishing,Angling"
Lough Eske,-8.124229948,54.650783,Donegal,Donegal Town,Republic of Ireland,"Fishing,Angling"
Lough Narath,-8.123857333,54.5784706,Donegal,Ballintra,Republic of Ireland,"Fishing,Angling"
Lough Natragh,-7.830660339,54.54257242,Donegal,Pettigo,Republic of Ireland,"Fishing,Angling"
Lough Unshin And Lough McCall,-8.200471724,54.49743065,Donegal,Ballyshannon,Republic of Ireland,"Fishing,Angling"
Pettigoe Anglers Association Lakes,-7.833517,54.548958,Donegal,Pettigo,Republic of Ireland,"Fishing,Angling"
Rath Lough,-8.12354806,54.57847091,Donegal,Ballintra,Republic of Ireland,"Fishing,Angling"
River Erne And Tributaries,-8.201091238,54.49787878,Donegal,Ballyshannon,Republic of Ireland,"Fishing,Angling"
Crumlin Fishery,-9.533766,53.278719,Galway,,Republic of Ireland,"Fishing,Angling"
Lough Inagh Fishery,-9.741968,53.520873,Galway,Recess,Republic of Ireland,"Fishing,Angling,Activity Operator,Food and Drink,Restaurant"
Screebe Fishery,-9.55302,53.385044,Galway,Connemara,Republic of Ireland,"Fishing,Angling,Activity Operator"
Angling Cloonee System,-9.749598056,51.8181618,Kerry,Kenmare,Republic of Ireland,"Fishing,Angling"
Killarney District,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Lough Acoose Cloon Lough And Lough Reagh,-9.862725,52.008046,Kerry,Glencar,Republic of Ireland,"Fishing,Angling"
Lough Fadda County Kerry,-9.900500078,51.83171147,Kerry,Tahilla,Republic of Ireland,"Fishing,Angling"
Lough Na Kirka,-9.853984,52.046743,Kerry,Killorglin,Republic of Ireland,"Fishing,Angling"
Muckross Lake,-9.515958222,52.05326844,Kerry,Muckross,Republic of Ireland,"Fishing,Angling"
Upper Lake Killarney,-9.516398418,52.05335265,Kerry,Killarney,Republic of Ireland,"Fishing,Angling"
Waterville Lakes  River System,-10.173467,51.819929,Kerry,Waterville,Republic of Ireland,"Fishing,Angling"
Blacoe Jewellers,-9.051735,53.2730149,Galway,Galway City,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Navan Shopping Centre,-6.6874456,53.6549375,Meath,Navan,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Criostal na Rinne,-7.5686087,52.0478438,Waterford,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Bevel Furniture and Woodworking School,-6.8541224,52.2077838,Wexford,,Ireland,"Craft,Shopping,Learning,Activity Operator"
Burrishoole Fishery,-9.571961,53.922925,Mayo,Newport,Republic of Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues"
Cong Canal,-9.05635,53.277138,Galway,,Republic of Ireland,"Fishing,Angling"
East Mayo Anglers Association,-8.951008,53.942782,Mayo,Swinford,Ireland,"Fishing,Angling,Activity Operator"
Newport House Hotel Fishing Holidays,-9.547982,53.884955,Mayo,Newport,Republic of Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues"
Angling Bleach Lough,-8.812766368,52.61684953,Limerick,Kildimo,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Angling Ballyshannon District,-8.463041482,54.46068854,Sligo,Mullaghmore,Republic of Ireland,"Fishing,Angling"
Colgagh Lough,-8.338448329,54.27236003,Sligo,Fivemilebourne,Republic of Ireland,"Fishing,Angling"
Sligo District Fisheries,-8.451801609,54.46780986,Sligo,Mullaghmore,Republic of Ireland,"Fishing,Angling"
Angling Ballyshunock Reservoir,-7.34221,52.225983,Waterford,Kilmacthomas,Republic of Ireland,"Fishing,Angling"
Classic Cinema,-9.487138059,52.44937377,Kerry,Listowel,Republic of Ireland,"Movies,Cinema,Venue,Activity Operator"
Eye Cinema Galway,-9.0312432,53.2812912,Galway,,Ireland,"Movies,Cinema,Venue"
The Park Cinema,-8.8944275,51.616834,Cork,Clonakilty,Ireland,"Movies,Cinema,Venue"
The Reel Picture Cinema,-8.5884219,51.8870346,Cork,Ballincollig,Ireland,"Movies,Cinema,Venue,Fast Food,Food and Drink,Restaurant,Food Shops,Shopping"
Island Crafts,-9.373603,51.483363,Cork,Baltimore,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kinsale Silver,-8.523995,51.70593,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Avoca Handweavers Molls Gap,-9.6578619,51.9384107,Kerry,Kenmare,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Seain ags Bar,-6.280061,52.517235,Wexford,Kilmuckridge,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Cassidys Pub,-9.076522,53.035386,Clare,,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Old Lodge Gastro Pub,-8.8622441,52.715049,Clare,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Bells Bar,-8.474596,51.902753,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
ONeills Bar  Restaurant,-10.0440456,51.6415807,Cork,Allihies,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Roundy Bar,-8.4761436,51.8988159,Cork,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Dan Sheahans Bar  Restaurant,-8.680196275,51.88454281,Cork,Ovens,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Olde Fiddle Pub,-8.6407024,52.1352377,Cork,Mallow,Ireland,"Food and Drink,Pubs and Bar"
Bonners Corner Bar,-7.783248,54.799242,Donegal,Ballybofey,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Rossgier Inn,-7.5007547,54.8489743,Donegal,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Chasin Bull,-8.275229,54.4802677,Donegal,Bundoran,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
E J Kings,-10.02283,53.4883843,Galway,Clifden,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Monroes Tavern,-9.0577598,53.2699902,Galway,Galway City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
OConnells Bar Galway,-9.0483405,53.2746381,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
OConnors Famous Pub,-9.0745755,53.2612024,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Sally Longs Bar,-9.053622,53.274072,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Dew Drop Inn,-9.0542417,53.2719399,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Buckleys Bar,-9.506093,52.0595535,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Fertha Bar and Restaurant,-10.2258253,51.9462555,Kerry,Cahersiveen,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Paiida aSacs Pub,-10.35625235,52.13340064,Kerry,Ventry,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Victors Bar and Restaurant,-7.2517194,52.6493758,kilkenny,Kilkenny City,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Riverview Bar and The Terrace Kitchen,-7.2489224,52.65161,Kilkenny,Kilkenny City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Fitzpatricks Bar  Restaurant,-6.2937704,54.0087018,Louth,Jenkinstown,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
McHughs Bar  Venue,-6.3467985,53.7160485,Louth,Drogheda,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Matt Molloy,-9.5226282,53.799093,Mayo,Westport,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tara Na Ri Pub,-6.62067,53.603723,Meath,Navan,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Enterprise Bar,-7.6214569,52.089632,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Geoffs Bar,-7.1119571,52.2580795,Waterford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Lady Belle,-7.620243,52.089933,Waterford,Dungarvan,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Courtyard Bar  Restaurant,-6.4971204,52.5908448,Wexford,Ferns,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Germaines of Baltinglass,-6.7075107,52.9413355,Wicklow,Baltinglass,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Poulaphouca House,-6.590027,53.1183428,Wicklow,Hollywood,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
The Grove Bar,-6.11,53.1221642,Wicklow,Delgany,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
China Garden Restaurant,-6.6885093,53.651971,Meath,Navan,Ireland,"Food and Drink,Restaurant"
Jasmine Palace Restaurant,-8.628462,52.661925,Limerick,,Ireland,"Food and Drink,Restaurant"
The Amber Court Chinese Restaurant,-7.3462451,53.5247254,Westmeath,Mullingar,Ireland,"Food and Drink,Restaurant"
Blue Haven Bar Newport Lounge Fish Market Bistro and Rare Restaurant Whiskey  Cocktail Bar,-8.5229821,51.706369,Cork,Kinsale,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
The Barn Restaurant,-8.4176739,51.9190026,Cork,Tivoli,Ireland,"Food and Drink,Restaurant"
Cafac India,-7.4930171,53.2757488,Offaly,Tullamore,Ireland,"Food and Drink,Restaurant"
Druids Restaurant  The Kingfisher Bar,-9.0290249,51.5758553,Cork,Rosscarbery,Ireland,"Food and Drink,Restaurant"
Finans,-8.1725082,51.9136922,Cork,Midleton,Ireland,"Food and Drink,Restaurant,Seafood"
Island Cottage,-9.4300323,51.4974262,Cork,,Ireland,"Food and Drink,Restaurant,Seafood"
Orchids Restaurant,-8.490328,51.8911126,Cork,,Ireland,"Food and Drink,Restaurant"
Savour Restaurant,-7.2535009,52.6498368,Kilkenny,,Ireland,"Food and Drink,Restaurant"
Scotts Bar and Gullivers Restaurant,-7.2527571,52.6682839,Kilkenny,,Ireland,"Food and Drink,Restaurant"
Porters Restaurant,-8.709855,52.684227,Limerick,,Ireland,"Food and Drink,Restaurant,Seafood"
Sweeneys Siopa Claddaigh,-9.9236614,53.9322145,Mayo,,Ireland,"Food and Drink,Restaurant"
The New Ship Restaurant,-7.1156183,52.2628342,Waterford,,Ireland,"Food and Drink,Restaurant"
Reeds Restaurant,-6.505917,52.354155,Wexford,Ferrycarrig,Ireland,"Food and Drink,Restaurant"
The Roundwood Inn,-6.2247342,53.0647701,,Roundwood,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Salvadors  Robertinos Restaurant,-9.5093204,52.0599088,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
The Waterfront Restaurant,-7.101714,52.258345,Waterford,Waterford City Centre,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Pasta Bella,-7.335317318,53.52598901,Westmeath,Mullingar,Republic of Ireland,"Food and Drink,Restaurant"
Traditional Irish Night at Bunratty Folk Park,-8.8119226,52.6995682,Clare,Bunratty,Ireland,"Food and Drink,Restaurant,Activity Operator,Traditionally Irish,Venue,Music,Pubs and Bar"
The Dining Room  Gregans Castle Hotel,-9.1841903,53.0771088,Clare,Ballyvaughan,Ireland,"Food and Drink,Restaurant"
Kinsale Good Food Circle,-8.524388,51.705591,Cork,Kinsale,Republic of Ireland,"Food and Drink,Restaurant"
Harveys Point Restaurant,-8.053665,54.69586,Donegal,Donegal Town,Ireland,"Food and Drink,Restaurant,Vegetarian"
Fat Freddys Restaurant,-9.0540915,53.271024,Galway,,Ireland,"Food and Drink,Restaurant"
The Park Restaurant Killarney,-9.504757,52.057762,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
Pygmalion Restaurant,-9.8747331,51.8156968,Kerry,Parknasilla,Ireland,"Food and Drink,Restaurant,Vegetarian"
Bridge Restaurant,-6.682953,53.651902,Meath,Navan,Ireland,"Food and Drink,Restaurant"
Lyons Cafac,-8.476102,54.2725222,Sligo,,Ireland,"Food and Drink,Restaurant,Cafe"
Bar and Restaurant at the Haven Hotel,-6.9959335,52.1523848,Waterford,Dunmore East,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Dry Dock Bar,-6.505917,52.354155,Wexford,Ferrycarrig,Ireland,"Food and Drink,Restaurant"
The Terrace Restaurant,-6.4635596,52.3403402,Wexford,,Ireland,"Food and Drink,Restaurant"
The Hungry Monk,-6.062967,53.144579,Wicklow,Greystones,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Oughterard Angling School,-9.3293935,53.42116,Galway,Oughterard,Ireland,"Fishing,Angling,Learning,Activity Operator"
Lough Arrow,-8.3210274,54.0508183,,Lough Arrow,Ireland,"Fishing,Angling"
Lough Beagh,-7.935106,55.052403,Donegal,Churchill,Republic of Ireland,"Fishing,Angling"
Lough Bo,-8.397852828,54.12861986,Sligo,Riverstown,Republic of Ireland,"Fishing,Angling"
Lough Caragh,-9.8513461,52.0585852,Kerry,,Ireland,"Fishing,Angling"
The Shannon Callows,-8.002512259,53.19123926,Offaly,,Republic of Ireland,"Bird Watching,Nature and Wildlife"
The River Queen,-7.99027,53.193504,Offaly,Banagher,Ireland,"Cruising,Activity Operator,Boat,Tour"
Dingle Marina,-10.27355261,52.13959205,Kerry,Dingle,Republic of Ireland,"Cruising,Kayaking,Activity Operator,Sailing,Marina,Venue"
Keoghs Bar,-10.0755435,53.4311265,Galway,Ballyconneely,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Caseys Of Baltimore,-9.362506,51.484671,Cork,Baltimore,Republic of Ireland,"Food and Drink,Pubs and Bar"
Jakes Bar at Lynhams Hotel,-6.2973239,53.008191,Wicklow,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Mulcahys,-7.7017278,52.353529,Tipperary,Oldbridge,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Offaly Historical Society,-7.4937748,53.2775896,Offaly,Tullamore,Ireland,
