Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Narin  Portnoo Links,-8.44331,54.839792,Donegal,Naran,Ireland,"Golf Course,Golf"
North West Golf Club,-7.4667064,55.1124847,Donegal,Fahan,Ireland,"Golf Course,Golf"
Rosapenna Golf Resort,-7.82461,55.185339,Donegal,Downings,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Rossmore Golf Club,-6.9885363,54.2170923,Monaghan,,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Ross Golf Course,-9.514396,52.048793,Kerry,Killarney,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Donegal Golf Club,-8.159826,54.6129487,Donegal,Murvagh,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Kerry Woollen Mills,-9.683246,52.101864,Kerry,Beaufort,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Rinville Park,-8.9548979,53.2459817,Galway,,Ireland,"Bird Watching,Nature and Wildlife,Walking,Public Park"
Ceardlann Spiddal Craft Village and Cafac,-9.3003874,53.2447274,Galway,Spiddal,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Donegal Craft Village,-8.1152906,54.6409797,Donegal,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Galway Irish Crystal,-8.996795,53.273695,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
County Sligo Heritage and Genealogy Centre,-8.4771432,54.2688188,Sligo,,Ireland,"Activity Operator,Tracing Your Ancestors"
Inishowen Boating,-7.262806,55.303162,Donegal,Culdaff,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Blue Water Fishing,-10.040216,53.511351,Galway,Clifden,Ireland,"Fishing,Angling,Activity Operator"
St Helens Bay Golf Resort,-6.324866,52.231984,Wexford,Rosslare Harbour,Ireland,"Golf Course,Golf,Activity Operator"
The Point Pony Trekking and Horse Riding,-10.1607613,53.4192203,Galway,,Ireland,"Horse Riding,Equestrian,Activity Operator"
Dungarvan Golf Club,-7.589268,52.1076534,Waterford,Dungarvan,Ireland,"Golf Course,Golf,Activity Operator"
Highfield Golf  Country Club,-7.016362,53.36327,Kildare,Carbury,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
CarrickonSuir Golf Club,-7.4083067,52.3318654,Waterford,,Ireland,"Golf Course,Golf"
Ballyhaunis Golf Club,-8.7696437,53.7950592,Mayo,Ballyhaunis,Ireland,"Golf Course,Golf,Activity Operator"
Claremorris Golf Club,-8.9916671,53.7002039,Mayo,Claremorris,Ireland,"Golf Course,Golf,Activity Operator"
Portumna Golf Club,-8.2559932,53.0910086,Galway,Portumna,Ireland,"Golf Course,Golf,Activity Operator"
Waveline Cruisers Limited,-7.9891208,53.1941297,Offaly,,Ireland,"Cruising,Activity Operator,Boat,Tour"
Mayo Horsedrawn Caravan Holidays,-9.292137165,53.84390727,Mayo,Castlebar,Republic of Ireland,"Transport,Horse Riding,Equestrian,Activity Operator,Coach,Road"
Royal Cork Yacht Club,-8.303795,51.804382,Cork,,Ireland,"Sailing,Activity Operator"
Sean Kelly Sports Centre,-7.3937052,52.351316,Tipperary,CarrickonSuir,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Pirates Cove Adventure Park,-6.2318793,52.6433843,Wexford,Courtown,Ireland,"Activity Operator,Adventure Park,Cafe,Food and Drink"
Mount Juliet Fishing River Nore,-7.191129839,52.52786709,Kilkenny,Thomastown,Republic of Ireland,"Fishing,Angling,Activity Operator"
Langtons Bar and Restaurant,-7.2481715,52.653313,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Ballymaloe Shop  Cafac,-8.0741538,51.8649421,Cork,Shanagarry,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Artisan,Food and Drink,Restaurant,Cafe,Local Produce,Food Shops"
Druid Theatre,-9.053516,53.271049,Galway,Galway City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Mayo Leisure Point,-9.286043,53.8564511,Mayo,Castlebar,Ireland,"Restaurant,Movies,Cinema,Venue,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator,Fitness and Leisure,Fast Food,Food and Drink"
Mountain View Golf Club,-7.1799825,52.4520865,Kilkenny,Ballyhale,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Ballymoney Golf Course,-6.2373855,52.6765938,Wexford,Ballymoney,Ireland,"Golf Course,Golf"
Annaharvey Farm Equestrian Centre,-7.39603,53.252068,Offaly,Tullamore,Ireland,"Horse Riding,Equestrian,Activity Operator"
Kinsale Crystal,-8.5241055,51.7059078,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Nicholas Mosse Pottery and Mill Cafac,-7.1854561,52.589464,Kilkenny,Bennettsbridge,Ireland,"Craft,Shopping,Food Shops,Tour"
Waterford Marina,-7.1108734,52.2626946,Waterford,Waterford City,Ireland,"Cruising,Sailing,Activity Operator,Marina,Venue"
TBay Surf  Wildlife Centre,-7.1396399,52.1596725,Waterford,Tramore,Ireland,"Golf,Kitesurfing,Windsurfing,Activity Operator,Sailing,Surfing"
Newbridge Golf Club,-6.7847271,53.2041333,Kildare,Newbridge,Ireland,"Golf Course,Golf,Activity Operator"
Castlegregory Golf and Fishing Club,-10.063337,52.2555676,Kerry,Stradbally,Ireland,"Golf Course,Golf,Activity Operator"
Buncrana Golf Club,-7.4583063,55.1278622,Donegal,Buncrana,Ireland,"Golf Course,Golf"
Hilltop Shooting Sports,-6.1645391,53.0931396,Wicklow,Newtown Mount Kennedy,Ireland,Activity Operator
Blasket Island Ferry,-10.45581224,52.13308327,Kerry,Dingle,Republic of Ireland,"Transport,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour,Coach,Road"
Delphi Fishery,-9.751693374,53.62121298,Galway,Leenane,Republic of Ireland,"Fishing,Angling,Activity Operator,Food and Drink,Restaurant,Pubs and Bar"
Mullingar Arts Centre,-7.34036558,53.52397176,Westmeath,Mullingar,Republic of Ireland,"Venue,Comedy,Music"
The Spinning Wheel,-9.5480303,51.7504837,Cork,Glengarriff,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Williamstown Golf Club,-7.0951616,52.2367385,Waterford,,Ireland,"Golf Course,Golf,Activity Operator"
Rathvilly Motte,-6.6778039,52.8804689,Carlow,Rathvilly,Ireland,
Paul Maloney Pottery,-6.538008,52.330326,Wexford,,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Coollattin Golf Club,-6.5010594,52.7532396,Wicklow,Shillelagh,Ireland,"Golf Course,Golf,Activity Operator"
Athy Golf Club,-6.962445,53.008327,Kildare,Athy,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Fallers Jewellers,-9.0510977,53.2741559,Galway,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Connemara Championship Golf Links,-10.1439141,53.4207845,Galway,Ballyconneely,Ireland,"Golf Course,Golf,Activity Operator"
Inis Meaiin Knitting Company,-9.5832068,53.0879985,Galway,Aran Islands,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Castlebar Golf Club,-9.2683754,53.8347126,Mayo,Castlebar,Ireland,"Golf Course,Golf,Activity Operator"
Ravensdale Lodge Equestrian  Trekking Centre,-6.340484,54.056617,Louth,Ravensdale,Ireland,"Horse Riding,Equestrian,Activity Operator,Venue,Sports Venues"
Bearna Golf Club,-9.1652183,53.2785965,Galway,,Ireland,"Golf Course,Golf,Activity Operator"
Tramore Racecourse,-7.148554376,52.17215314,Waterford,Tramore,Republic of Ireland,"Restaurant,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar,Activity Operator"
Jack Burtchaell Waterford City Walking Tours,-7.1060887,52.2608512,Waterford,,Ireland,"Walking,Activity Operator,Tour"
Bellefield Design,-6.579892,52.506111,Wexford,Enniscorthy,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Paddys RentABike,-10.2680567,52.1408493,Kerry,Dingle,Ireland,"Cycling,Activity Operator,Bike Rental"
Esker Hills Golf Club,-7.5654384,53.2955365,Offaly,,Ireland,"Golf Course,Golf,Activity Operator"
Bahana Forest,-6.921629778,52.50760317,Carlow,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Fishing,Angling,Walking,Forest Park,Park and Forest Walk"
Ballymascanlon Golf Course,-6.3525385,54.0315551,Louth,Dundalk,Ireland,"Golf Course,Golf,Activity Operator"
The Erin Giftstore,-8.568096,51.9318122,Cork,Blarney,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Lisbeth Mulcahy Faodair  The Weavers Shop,-10.2710321,52.1408531,Kerry,Dingle,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Boland Gifts Kinsale,-8.5223462,51.7058143,Cork,Kinsale,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Mardyke Entertainment Complex,-8.4810963,51.8981068,Cork,,Ireland,"Food and Drink,Restaurant,Activity Operator,Venue,Comedy,Music,Pubs and Bar"
Bere Island Ferries,-9.9009588,51.6388705,Cork,,Ireland,"Transport,Coach,Road"
Murphys Ferry Service,-9.818661,51.636259,Cork,Bere Island,Republic of Ireland,"Transport,Coach,Road"
Kerry Airport PLC,-9.518225086,52.18343151,Kerry,Farranfore,Republic of Ireland,"Transport,Coach,Road"
Bridgefield Buggies Ltd,-8.019922,51.904771,Cork,Castlemartyr,Republic of Ireland,Activity Operator
Great Island Car Rentals,-8.319403,51.847901,Cork,Rushbrooke,Republic of Ireland,"Transport,Coach,Road"
TailorMade Tours,-8.215046,51.8378814,Cork,Aghada,Ireland,"Walking,Activity Operator,Day Tour,Tour"
Glengarriff Golf Club,-9.5224282,51.7489718,Cork,,Ireland,"Golf Course,Golf,Activity Operator"
PG Tourism Services,-9.513409,52.052248,Kerry,Killarney,Republic of Ireland,"Activity Operator,Tour"
Kilkenny Airport,-7.298390521,52.65044982,Kilkenny,Kilkenny City,Republic of Ireland,"Transport,Coach,Road"
Gort Golf Club,-8.8737516,53.064491,Galway,Gort,Ireland,"Golf Course,Golf,Activity Operator"
Keanes Jewellers  Cork,-8.472195,51.89772,Cork,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Murphy Jewellers and Watchmakers,-7.2528476,52.6516456,Kilkenny,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Studio Donegal,-8.5946591,54.632283,Donegal,Kilcar,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Strand Inn  Seafood Restaurant,-6.994312,52.155239,Waterford,Dunmore East,Republic of Ireland,"Food and Drink,Restaurant"
Splashworld,-7.1471527,52.1619127,Waterford,Tramore,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool,Activity Operator"
Daniel McNellos Bar,-6.58406,54.00316,Monaghan,Inniskeen,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Murphys Bar  Bistro,-6.836414,52.369193,Wexford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Mullaghmore Sailing Club,-8.4494544,54.4655463,Sligo,Mullaghmore,Ireland,"Sailing,Activity Operator"
The Silver Tassie Restaurant,-7.6706519,54.9864124,Donegal,Letterkenny,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Mullaney Brothers,-8.4753155,54.2710156,Sligo,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
ForgetMeNot,-8.109846,54.6539942,Donegal,Milltown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Magee of Donegal,-8.1096127,54.6540071,Donegal,Milltown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kates Kitchen,-8.4729715,54.2705246,Sligo,,Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Food Shops"
County Sligo Golf Club,-8.5658597,54.3070739,Sligo,,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
RosGuill Deep Sea Angling Boat Hire,-7.8525846,55.2245684,Donegal,Doagh,Ireland,"Fishing,Angling,Activity Operator"
Killarney  Rent a Bike,-9.5065884,52.0600611,Kerry,Killarney,Ireland,"Cycling,Activity Operator,Bike Rental"
Greencastle Golf Club,-6.956506,55.210408,Donegal,Greencastle,Republic of Ireland,"Golf Course,Golf"
Munster Room Restaurant at Waterford Castle,-7.059379,52.253377,Waterford,Ballinakill,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
Cork City Lough,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Bostons Bar  Restaurant,-10.2918663,51.9254363,Kerry,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The River Boyne,-6.701363,53.5807256,,,Ireland,"Fishing,Angling"
Slievenamon Golf Club,-7.7032954,52.4256353,Tipperary,,Ireland,"Golf Course,Golf,Activity Operator"
Kilbeggan Racecourse,-7.491758915,53.38540506,Westmeath,Kilbeggan,Republic of Ireland,"Race Course,Venue,Sports Venues"
Dunfanaghy Stables Ltd,-7.969928,55.183295,Donegal,Dunfanaghy,Republic of Ireland,"Horse Riding,Equestrian,Activity Operator"
Spillers Lane Craft Shop  Art Gallery,-8.8912449,51.6228351,Cork,Clonakilty,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
The Lee System,-8.9637,51.906862,Cork,Macroom,Republic of Ireland,"Fishing,Angling"
Crana River and Fullerton Reservoir,-7.457684,55.128255,Donegal,Buncrana,Republic of Ireland,"Fishing,Angling"
Mountrath Golf Club,-7.479549,52.9791394,Laois,Mountrath,Ireland,"Golf Course,Golf,Activity Operator"
Ballybofey  Stranorlar Golf Club,-7.7591379,54.808622,Donegal,Stranorlar,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range"
The Lobster Pot,-8.4400194,54.983842,Donegal,Burtonport,Ireland,"Food and Drink,Restaurant"
McGroryas Hotel Bar,-7.1655699,55.2867208,Donegal,Culdaff,Ireland,"Food and Drink,Pubs and Bar"
Galvins Coaches Dunmanway Ltd,-9.108832,51.72388,Cork,Dunmanway,Republic of Ireland,"Transport,Coach,Road"
Cafac Mocha,-9.5836628,51.8801154,Kerry,Kenmare,Ireland,"Food and Drink,Restaurant,Cafe"
Mourne Antiques  Jewellery,-7.7369797,54.9507534,Donegal,Letterkenny,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Gabys Seafood Restaurant,-9.510267,52.061052,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Seafood"
Keanes Jewellers  Kerry,-9.5094592,52.059503,Kerry,Killarney,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Newtown Golf Driving Range,-7.17281,52.148457,Waterford,Newtown,Republic of Ireland,"Golf,Driving Range,General,Golf Driving Range,Activity Operator"
The Faiilte Restaurant  Bar,-9.506853,52.0593369,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
Cloch an Phoill,-6.7468611,52.7702093,Carlow,,Ireland,
Haroldstown Dolmen,-6.6638293,52.8451005,Carlow,,Ireland,
New Ross Coarse Angling Limited,-6.941117284,52.34884858,Wexford,New Ross,Republic of Ireland,"Fishing,Angling,Activity Operator"
Doyles Seafood Restaurant,-10.2665604,52.1406893,Kerry,Dingle,Ireland,"Food and Drink,Restaurant,Seafood"
Ballyscanlon Forest,-7.206163681,52.17425471,Waterford,Fenor,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,Public Park,Nature and Wildlife"
Gerry Sheerin Boat Trips,-8.474426841,54.419793,Sligo,Grange,Republic of Ireland,"Activity Operator,Boat,Tour"
Cahenys Bar,-8.4714819,54.2660124,Sligo,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tuar Ard,-7.7250342,53.3959808,Westmeath,Moate,Ireland,"Movies,Cinema,Venue,Cafe,Food and Drink"
Beaches Restaurant at Kellys Resort Hotel,-6.3875484,52.2754194,Wexford,,Ireland,"Food and Drink,Restaurant"
MC Research,-6.3731627,53.896467,Louth,Castlebellingham,Ireland,Tracing Your Ancestors
Doorly Park,-8.45691,54.2683,Sligo,Sligo Town,Republic of Ireland,"Cycling,Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
Monkstown Golf Club,-8.3464733,51.8510673,Cork,,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Fermoy Golf Club,-8.2985948,52.1131277,Cork,Fermoy,Ireland,"Golf Course,Golf,Activity Operator"
Celtic Angling,-8.827804385,52.46607941,Limerick,Ballingarry,Republic of Ireland,"Fishing,Angling,Activity Operator"
Templemore Golf Course,-7.8420754,52.7894963,Tipperary,,Ireland,"Golf Course,Golf"
Roscrea Golf Club,-7.7512402,52.9567366,Tipperary,,Ireland,"Golf Course,Golf,Activity Operator"
Sligo Yacht Club,-8.5761246,54.3068238,Sligo,,Ireland,"Sailing,Activity Operator"
Burren Hill Walks,-9.180930259,53.07124651,Clare,Ballyvaughan,Republic of Ireland,"Walking,Activity Operator,Tour"
Shannon Golf Club,-8.9373196,52.689272,Clare,,Ireland,"Golf Course,Golf,Activity Operator"
Peche Irlande,-8.42590187,52.84889441,Clare,Killaloe,Republic of Ireland,"Fishing,Angling,Activity Operator,Tour"
Lough Corrib,-9.2763553,53.4963699,,,Ireland,"Fishing,Angling,Activity Operator"
Lough Mask,-9.056331,53.277149,Galway,,Republic of Ireland,"Fishing,Angling"
Edman Collection,-9.082187,51.900673,Cork,,Ireland,"Craft,Shopping,Food Shops"
Kilkee Golf Club,-9.6486568,52.6877905,Clare,Kilkee,Ireland,"Golf Course,Golf,Activity Operator"
The Brewery Bar,-7.7378375,54.9498166,Donegal,Letterkenny,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Donoghues of Galway,-8.84534,53.249705,Galway,,Ireland,"Transport,Coach,Road"
Sea Fishing in the Shannon Estuary  Limerick City to Loop Head,-8.65114,52.655377,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
Sea Fishing off the Clare coast,-9.142606522,53.11741594,Limerick,Limerick City,Republic of Ireland,"Fishing,Angling"
Montmartre,-8.4743965,54.2679107,Sligo,,Ireland,"Food and Drink,Restaurant"
Kilrush Golf Club,-9.466108,52.6472014,Clare,Kilrush,Ireland,"Golf Course,Golf,Activity Operator"
Painting Pottery at Faoilean Pottery,-10.4254936,52.1616267,Kerry,Ballyferriter,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Corcorans Pub,-6.9302833,52.3990826,Wexford,Irishtown,Ireland,"Food and Drink,Pubs and Bar"
Poulnabrone Portal Tomb,-9.1400417,53.0486722,Clare,,Ireland,
Derg Room Restaurant,-8.444048,52.811047,Clare,Ballina,Ireland,"Food and Drink,Restaurant"
Tierney Cycles  Fishing,-8.982198,52.84475,Clare,Ennis,Republic of Ireland,"Cycling,Bike Rental"
University of Limerick Language Centre,-8.573038,52.675637,Limerick,,Republic of Ireland,Learning
Blue Raincoat Theatre Company,-8.4777533,54.2737924,Sligo,,Ireland,Learning
Knoxs Pub  Restaurant,-8.982425,52.8449425,,Lifford,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ocean Quests Ltd,-10.28860415,51.92570249,Kerry,Valentia Island,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
Lough Swilly Marina,-7.479361,55.0878639,Donegal,Fahan,Ireland,"Cruising,Sailing,Activity Operator,Marina,Venue"
Bandon Golf Club,-8.775356,51.739131,Cork,Bandon,Republic of Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Castlerosse Golf Course,-9.5393155,52.0664342,Kerry,Fossa,Ireland,"Golf Course,Golf"
Flannerys Bistro,-9.2213661,53.6202598,Mayo,Ballinrobe,Ireland,"Food and Drink,Restaurant"
Trump International Golf Links Doonbeg,-9.502573,52.7460738,Clare,Doonbeg,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Blue Pool Ferry,-9.549772,51.750023,Cork,Glengarriff,Republic of Ireland,"Transport,Coach,Road"
Kilmore Quay Shore Fishing,-6.589115793,52.17044635,Wexford,Kilmore Quay,Republic of Ireland,"Fishing,Angling,Activity Operator"
Monkey Business Ltd,-9.100402,53.271284,Galway,Galway City,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
S OC Guiding Service,-9.575891175,52.07530167,Kerry,Aghadoe,Republic of Ireland,"Activity Operator,Tour"
Muckross Park Hotel Restaurant,-9.4901615,52.0245242,Kerry,Killarney,Ireland,"Food and Drink,Restaurant"
Walking  Talking in Ireland,-7.754916147,54.94699837,Donegal,Letterkenny,Republic of Ireland,"Walking,Activity Operator,Tour"
McElhinneys Ballybofey,-7.7800464,54.7995245,Donegal,Stranorlar,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Sligo Regional Sports Centre,-8.455049704,54.26571361,Sligo,Sligo Town,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool"
Ireland West Angling,-9.3053627,53.2441766,Galway,Spiddal,Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
The Erriff Fishery,-9.6689,53.614028,Galway,Leenane,Republic of Ireland,"Fishing,Angling"
Bayview Angling Centre,-9.238085,53.519606,Mayo,Cross,Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
