id,Station,Divisions,x,y,Year,"Attempts or threats to murder, assaults, harassments and related offences",Dangerous or negligent acts,Kidnapping and related offences,"Robbery, extortion and hijacking offences",Burglary and related offences,Theft and related offences,"Fraud, deception and related offences",Controlled drug offences,Weapons and Explosives Offences,Damage to property and to the environment,Public order and other social code offences,"Offences against government, justice procedures and organisation of crime",Lat,Long
20329,Cloyne, Cork North,191542,67785,2009,4,11,0,1,3,22,0,12,1,16,11,0,51.86276,-8.1235
20330,Killeagh, Cork North,200396,76345,2009,3,9,0,0,12,26,1,11,2,11,22,0,51.93976,-7.99497
20331,Whitegate, Cork North,184343,63831,2009,5,11,0,0,2,17,0,12,0,9,12,0,51.82707,-8.22782
20332,Youghal, Cork North,210862,77281,2009,40,26,0,1,33,95,10,57,3,84,99,12,51.94806,-7.84276
20333,Ballycotton, Cork North,199147,64169,2009,3,4,0,0,1,9,0,12,0,5,9,1,51.83033,-8.0131
20334,Ardmore, Waterford,218736,77633,2009,7,4,0,0,13,17,1,9,0,13,14,0,51.95102,-7.72822
20335,Bandon, Cork West,148948,54943,2009,50,64,1,0,22,91,12,138,8,61,256,38,51.74509,-8.73987
20336,Innishannon, Cork West,154798,57039,2009,3,4,0,0,4,7,2,17,3,0,8,1,51.76442,-8.65545
20337,Ballinhassig, Cork West,160694,61403,2009,13,5,0,0,11,30,5,21,4,12,18,1,51.80409,-8.57055
20338,Ballineen, Cork West,134499,54090,2009,3,5,0,0,9,14,0,14,0,6,9,1,51.73592,-8.94887
20340,Kinsale, Cork West,163724,50501,2009,72,35,0,0,25,101,7,88,4,80,150,8,51.70632,-8.52548
20341,Kilbrittain, Cork West,152309,46948,2009,3,1,0,0,2,3,0,4,0,1,5,0,51.67353,-8.69011
20342,Timoleague, Cork West,147006,43566,2009,6,6,0,0,6,12,0,7,1,5,20,0,51.64266,-8.76625
20343,Bantry, Cork West,99396,48475,2009,35,15,0,1,12,98,8,15,4,47,130,8,51.68027,-9.45523
20344,Schull, Cork West,93084,31736,2009,6,4,0,0,2,20,2,0,0,23,7,0,51.52872,-9.54136
20345,Kealkil, Cork West,105080,56687,2009,0,2,0,0,1,4,0,4,0,3,1,0,51.75504,-9.37532
20347,Glengarriff, Cork West,92959,56431.01,2009,5,3,0,0,2,5,0,2,0,3,3,0,51.75056,-9.55071
20348,Durrus, Cork West,94504,41927,2009,1,2,0,0,2,11,0,1,0,3,3,0,51.62054,-9.52396
20349,Ballydehob, Cork West,98743,35003,2009,3,1,0,0,2,9,0,2,0,1,2,0,51.55911,-9.46078
20350,Drimoleague, Cork West,112583,45865,2009,6,6,0,0,9,12,1,4,0,13,4,0,51.65903,-9.26398
20351,Castletownbere, Cork West,67530,45783,2009,8,6,0,0,5,18,1,3,0,17,10,1,51.64948,-9.91468
20352,Clonakilty, Cork West,138491,41691,2009,29,29,0,0,14,75,9,50,2,38,173,12,51.62495,-8.88891
20354,Rosscarbery, Cork West,128542,36549,2009,6,8,0,0,5,24,1,10,0,10,14,2,51.57757,-9.0315
20355,Skibbereen, Cork West,112360,33578,2009,29,17,1,5,27,65,2,10,2,54,70,6,51.54859,-9.26413
20357,Baltimore, Cork West,104724,26470,2009,2,1,0,0,4,13,0,0,0,10,1,0,51.48348,-9.37226
20358,Dunmanway, Cork West,123336,52791.01,2009,27,15,0,2,10,27,9,15,2,39,40,1,51.72283,-9.11014
20359,Drinagh, Cork West,120137,44481,2009,2,0,0,1,1,6,1,1,1,5,1,0,51.64771,-9.15453
20361,Macroom, Cork West,133705,73058,2009,50,33,0,0,20,71,7,26,7,60,132,4,51.90627,-8.96399
20362,Stuake, Cork West,147817,82265,2009,4,4,0,0,4,7,0,2,0,5,3,0,51.99051,-8.76037
20363,Coachford, Cork West,145605,73233,2009,7,5,0,0,2,10,0,9,0,10,11,0,51.90913,-8.79113
20364,Beal Atha an Ghaorthaidh, Cork West,115366,67279,2009,3,4,0,0,1,10,0,0,0,1,3,2,51.85186,-9.22898
20365,Baile Bhuirne, Cork West,119653,77660,2009,2,3,0,0,6,3,0,2,0,1,2,0,51.94577,-9.1692
20366,Crookstown, Cork West,144846,67624,2009,7,1,0,0,9,31,3,3,1,9,5,2,51.85865,-8.80127
20368,Tarelton, Cork West,131616,65547,2009,2,3,0,0,3,33,0,5,0,1,1,0,51.83853,-8.99286
20369,Kanturk, Cork West,137620,103010,2009,31,28,0,1,24,68,13,20,5,45,80,9,52.17587,-8.91258
20370,Ballydesmond, Cork West,115844,103595,2009,0,3,0,0,3,10,1,0,0,1,1,0,52.17823,-9.23097
20371,Boherbue, Cork West,126840,101277,2009,6,4,0,0,6,9,3,3,0,4,3,0,52.15897,-9.06976
20373,Newmarket, Cork West,131905,107393,2009,12,14,0,1,10,24,3,6,2,14,34,0,52.21458,-8.99699
20374,Millstreet Co. Cork, Cork West,127242,90264,2009,15,8,0,0,8,31,1,5,2,29,33,3,52.06007,-9.06153
20376,Rathmore Co Kerry, Kerry,116814,93121,2009,6,10,0,0,19,24,1,3,0,14,11,2,52.08427,-9.21423
20378,Ardfert, Kerry,78762,120534,2009,2,8,0,2,7,15,2,9,0,6,6,0,52.32349,-9.77889
20379,Tralee, Kerry,83396,114411,2009,216,155,1,12,138,566,41,220,36,263,755,83,52.26949,-9.70884
20381,Dingle, Kerry,44605,100974,2009,11,11,0,0,5,17,0,5,1,10,87,0,52.13925,-10.2705
20382,Castlegregory, Kerry,62067,113254,2009,4,5,0,0,2,17,1,0,0,11,7,0,52.25417,-10.02062
20383,Annascaul, Kerry,59567,101995,2009,1,0,0,0,3,3,2,2,0,1,0,0,52.15242,-10.05254
20384,Baile an Fheirt�araigh, Kerry,35414,104242,2009,3,0,0,0,0,1,0,0,0,2,0,0,52.16593,-10.40621
20387,Caherciveen, Kerry,47419,79475,2009,24,13,0,2,3,28,2,8,2,31,56,3,51.94697,-10.21985
20390,Glenbeigh, Kerry,67187,91175,2009,3,3,0,0,0,1,1,2,0,5,12,1,52.05712,-9.93706
20391,Portmagee, Kerry,37438,72907,2009,2,1,0,0,2,3,1,2,0,4,6,1,51.88516,-10.36178
20392,Killorglin, Kerry,77604,96405,2009,23,13,0,0,9,17,3,11,4,22,50,9,52.1065,-9.78715
20393,An Coirean, Kerry,50174,66489,2009,5,11,0,0,4,12,0,0,0,9,6,1,51.83109,-10.17417
20394,Sneem, Kerry,68822,66838,2009,2,1,0,0,3,4,0,3,0,11,5,0,51.83891,-9.90396
20395,Castlemaine, Kerry,83700,103354,2009,7,3,0,0,2,10,2,0,2,14,8,1,52.17023,-9.70059
20396,Killarney, Kerry,96326,91071,2009,80,75,0,6,75,212,23,120,14,112,424,27,52.0624,-9.51239
20398,Kenmare, Kerry,91133,70711,2009,14,11,0,0,9,48,5,8,0,13,41,4,51.8785,-9.58162
20399,Castleisland, Kerry,100103,109691,2009,35,17,0,1,13,50,5,8,6,36,59,2,52.23038,-9.4628
20400,Farranfore, Kerry,94027,103252,2009,8,8,0,0,6,8,0,6,0,5,4,1,52.1714,-9.54968
20401,Barraduff, Kerry,108078,90547,2009,0,2,0,0,0,0,0,0,0,0,1,0,52.05977,-9.34094
20404,Listowel, Kerry,99155,133839,2009,67,56,0,0,33,77,7,43,16,64,309,27,52.44714,-9.48392
20405,Ballyheigue, Kerry,75635,127925.01,2009,7,3,0,0,8,5,1,4,2,5,18,1,52.38918,-9.82747
20407,Ballybunion, Kerry,86652,141250,2009,26,18,0,3,18,33,3,17,2,32,165,3,52.51126,-9.67024
20408,Ballyduff, Kerry,86995,135074,2009,9,4,0,1,6,6,2,2,0,14,7,1,52.45585,-9.6631
20410,Knocknagoshel, Kerry,105611,120746,2009,3,3,0,0,8,11,0,1,0,18,16,0,52.33066,-9.38531
20411,Lixnaw, Kerry,90024,129241,2009,8,4,0,0,4,7,3,0,1,14,9,0,52.40407,-9.61664
20413,Tarbert, Kerry,106797,147669,2009,0,3,0,0,9,6,0,3,0,9,2,0,52.57274,-9.37543
20414,Ardnacrusha, Limerick,158606,161975,2009,34,11,0,2,40,101,3,20,2,103,28,1,52.70769,-8.61314
20416,Castleconnell, Limerick,166361,162551,2009,10,13,0,0,47,93,3,6,3,43,18,1,52.71341,-8.49847
20417,Henry Street, Limerick,157313,156864,2009,243,226,3,57,398,1520,54,357,78,563,1308,232,52.66167,-8.63161
20418,Mayorstone Park, Limerick,156431,158215,2009,160,140,1,35,173,592,34,249,63,550,560,148,52.67374,-8.64482
20419,Roxboro Road, Limerick,158428,155643,2009,183,156,1,22,345,1052,44,231,49,811,534,49,52.65078,-8.61498
20420,Patrickswell, Limerick,151737,149580,2009,8,4,0,0,23,37,1,4,1,21,11,0,52.59575,-8.71295
20421,Ballyneety, Limerick,162853,149652,2009,4,4,0,1,21,45,1,6,2,20,7,1,52.59727,-8.54893
20422,Caherconlish, Limerick,168230,149230,2009,6,7,0,1,24,35,0,2,1,23,3,1,52.59382,-8.46954
20423,Askeaton, Limerick,134243.7,150327.68,2009,21,6,0,1,6,28,4,5,3,20,24,5,52.60063,-8.97121
20424,Adare, Limerick,146337,146092,2009,3,12,0,1,30,36,2,0,0,18,7,0,52.5639,-8.79206
20425,Pallaskenry, Limerick,141389,154679,2009,17,2,0,0,11,41,2,3,0,22,7,4,52.64055,-8.86654
20426,Croom, Limerick,151259,141377,2009,15,4,0,0,23,53,3,2,3,31,17,0,52.522,-8.7188
20427,Foynes, Limerick,125284,151469,2009,10,4,0,0,21,23,0,4,1,15,7,1,52.60973,-9.10368
20428,Glin, Limerick,112955,147205,2009,1,1,0,1,5,21,1,0,1,10,5,0,52.56959,-9.28451
20430,Rathkeale, Limerick,136312,141701,2009,35,18,0,1,55,83,5,0,9,86,57,7,52.52337,-8.93903
20431,Bruff, Limerick,162884,136304,2009,10,4,0,1,16,32,2,3,1,14,26,3,52.47733,-8.54698
20433,Ballylanders, Limerick,176519,124355,2009,10,6,0,0,10,16,2,5,0,16,29,1,52.37071,-8.34547
20434,Hospital Co Limerick, Limerick,170664,136018,2009,5,4,0,0,16,30,2,6,0,20,12,0,52.47523,-8.43246
20435,Bruree, Limerick,155807,130335,2009,3,3,0,0,12,9,1,1,0,7,5,0,52.42317,-8.65033
20436,Kilmallock, Limerick,160858,127534,2009,24,9,0,0,32,51,9,11,1,23,53,6,52.39838,-8.57577
20437,Pallasgreen, Limerick,177119,146390,2009,7,5,0,0,16,25,0,5,1,18,8,0,52.56875,-8.33818
20438,Cappamore, Limerick,177122,151501,2009,8,1,0,0,18,32,0,5,2,18,13,0,52.61467,-8.33849
20439,Murroe, Limerick,173032,155418,2009,8,1,0,0,17,52,0,5,2,30,19,2,52.64968,-8.39919
20440,Newcastle West, Limerick,127825,134070,2009,46,41,0,9,66,162,16,18,8,90,118,17,52.45375,-9.06239
20441,Abbeyfeale, Limerick,112219,126928,2009,46,14,1,2,30,105,5,8,9,98,43,11,52.3873,-9.29002
20442,Ballingarry, Limerick,141415,135935,2009,6,1,0,0,20,25,2,2,2,23,15,3,52.47213,-8.86285
20444,Athea, Limerick,112536,135006,2009,7,4,0,0,7,10,0,2,4,15,10,0,52.45993,-9.28748
20447,Ennis, Clare,133945.89,177743.83,2009,162,159,0,16,157,536,34,221,46,280,737,119,52.84692,-8.98111
20448,Crusheen, Clare,139630,187860,2009,4,2,0,0,11,11,1,1,2,4,8,0,52.93848,-8.89864
20449,Lissycasey, Clare,122090,166693,2009,4,6,0,0,7,16,0,4,1,14,7,0,52.74606,-9.15441
20450,Newmarket on Fergus, Clare,139354,168352,2009,6,11,0,1,14,25,1,8,0,14,17,2,52.76317,-8.89912
20452,Shannon, Clare,140757,162182,2009,74,65,0,6,18,174,15,60,10,133,151,12,52.70789,-8.87722
20454,Sixmilebridge, Clare,147506,165689,2009,17,9,0,1,23,47,3,13,3,27,22,2,52.7401,-8.77794
20455,Kilrush, Clare,99791,155414,2009,63,26,0,1,21,39,6,35,7,67,112,20,52.64107,-9.48107
20460,Kildysart, Clare,125248,158690,2009,1,1,0,0,7,4,0,0,0,3,1,1,52.6746,-9.10584
20461,Kilkee, Clare,88819,160254.01,2009,30,24,0,0,33,45,5,13,5,59,144,0,52.68241,-9.64472
20462,Killaloe, Clare,170129,172905,2009,34,33,0,1,33,116,8,30,5,44,81,9,52.80666,-8.44367
20464,Scariff, Clare,164068,184094,2009,10,8,0,1,12,36,0,7,2,17,13,1,52.90683,-8.53477
20466,Tulla, Clare,149217,179615.01,2009,4,8,0,1,11,9,0,2,1,9,18,0,52.86539,-8.75478
20468,Ennistymon, Clare,113414,188139,2009,24,17,0,1,38,62,5,8,2,60,84,7,52.9374,-9.28854
20469,Ballyvaughan, Clare,123241,207871,2009,3,3,0,0,8,26,0,0,0,7,1,0,53.11616,-9.14711
20470,Corofin, Clare,128220,189019.21,2009,2,4,0,0,11,10,0,5,0,4,1,0,52.94749,-9.06857
20473,Lisdoonvarna, Clare,113521,198292,2009,7,5,0,0,7,14,0,2,0,8,15,2,53.02862,-9.28966
20474,Miltown Malbay, Clare,105707,179384,2009,10,4,0,0,16,36,1,5,1,22,20,2,52.85745,-9.4006
20475,Gaillimh, Galway,129444.21,225049.64,2009,359,248,1,20,451,1486,116,231,44,740,2164,271,53.27134,-9.05828
20476,Aran Mor, Galway,137877,225014,2009,31,47,0,3,70,137,11,28,0,88,70,10,53.27208,-8.93189
20478,Leach Seoirse, Galway,138040,234471,2009,15,23,1,1,41,69,14,2,0,35,24,2,53.35706,-8.9313
20479,Headford, Galway,127114,247234,2009,4,3,0,0,12,17,0,0,0,6,4,0,53.47032,-9.09831
20480,Athenry, Galway,150065,227951,2009,16,17,0,1,34,59,2,4,2,33,63,4,53.29975,-8.74969
20481,Monivea, Galway,153304,236181,2009,1,6,0,0,7,10,0,0,0,2,11,0,53.37399,-8.70233
20483,Clifden, Galway,66684,250540,2009,30,21,0,0,5,35,3,6,5,32,102,10,53.48818,-10.00924
20484,Sraith Salach, Galway,85724,247496,2009,0,4,0,0,2,5,0,1,1,2,1,0,53.46532,-9.72143
20485,Letterfrack, Galway,70971,257774,2009,1,10,0,0,2,3,1,1,0,4,14,0,53.55421,-9.94767
20487,Carna, Galway,78502,231891,2009,6,4,0,0,3,9,0,1,0,1,8,0,53.32357,-9.82412
20488,An Maim, Galway,96228,252310,2009,2,4,0,0,15,22,2,0,1,5,12,0,53.51073,-9.56493
20489,Cloch na Ron, Galway,72250,239851,2009,2,2,0,0,2,4,0,0,0,3,2,0,53.39358,-9.9211
20490,Loughrea, Galway,161958,216447,2009,45,47,0,2,49,98,10,16,4,81,158,20,53.19738,-8.56995
20492,Killimor, Galway,180373,212831.01,2009,5,10,0,0,19,6,1,3,1,2,7,0,53.16589,-8.29419
20493,Woodford, Galway,173214,199702,2009,2,3,0,0,5,8,0,0,0,8,5,0,53.04761,-8.40013
20495,Eyrecourt, Galway,191203,216532,2009,6,2,0,0,15,8,0,0,4,11,6,0,53.19943,-8.13237
20496,Portumna, Galway,185281,204369,2009,8,3,0,0,22,39,1,1,1,11,9,0,53.09001,-8.22042
20497,Kilrickle, Galway,169834,220046,2009,3,8,0,0,7,26,1,1,0,4,5,1,53.23022,-8.45245
20498,Oughterard, Galway,112003,242708,2009,9,2,0,0,12,40,0,3,0,21,12,0,53.42735,-9.32454
20499,Maigh Cuilinn, Galway,121369,232631,2009,5,7,0,0,23,28,0,2,2,15,12,1,53.33831,-9.18117
20500,An Cheathru Rua, Galway,93255,224962,2009,10,12,0,0,3,17,0,1,1,7,19,0,53.26451,-9.60049
20501,Ros Muc, Galway,92932,238537,2009,2,0,0,0,2,10,0,0,2,4,3,0,53.38637,-9.60991
20502,Indreabhan, Galway,104606,222058,2009,4,11,0,0,4,10,1,1,2,4,5,1,53.24059,-9.42956
20503,An Spideal, Galway,112890,222439,2009,11,3,0,0,10,23,3,4,2,15,9,2,53.24543,-9.30563
20504,Leitir Mor, Galway,89689,228360,2009,3,2,0,0,2,5,0,0,0,7,5,0,53.2943,-9.65508
20505,Bothar Na Tra, Galway,127991,223676,2009,74,57,1,4,119,246,8,53,12,169,179,15,53.25881,-9.07974
20506,Cill Ronain, Galway,88391,209129,2009,1,0,0,0,5,5,1,0,0,5,7,2,53.12131,-9.66782
20507,Gort, Galway,145203,202147,2009,28,47,0,0,15,48,8,16,3,38,50,8,53.06744,-8.81818
20508,Ardrahan, Galway,146101,212066,2009,1,4,0,0,8,10,0,3,0,2,3,0,53.15665,-8.80645
20509,Craughwell, Galway,151036,220114.01,2009,0,15,0,1,28,34,6,3,0,14,4,1,53.22943,-8.73392
20510,Kinvara, Galway,137162,210375,2009,4,3,0,0,7,9,2,5,0,6,7,0,53.14048,-8.93973
20514,Roscommon, Roscommon/Longford,187242,264445,2009,62,49,0,3,89,163,9,17,5,58,148,18,53.62984,-8.19358
20515,Athleague, Roscommon/Longford,183329,257652,2009,4,5,0,0,5,10,2,0,1,14,5,3,53.5687,-8.25236
20517,Strokestown, Roscommon/Longford,193205,281231,2009,9,7,0,0,14,21,0,7,2,5,7,1,53.78076,-8.10382
20519,Creggs, Galway,175961,260596,2009,3,0,0,0,3,1,0,0,0,0,0,0,53.59486,-8.36379
20520,Ballygar, Galway,178268,252460,2009,2,2,0,0,13,12,0,0,0,3,5,0,53.52186,-8.32839
20521,Ballinasloe, Galway,185149,230904,2009,56,52,0,3,63,243,30,28,21,128,272,67,53.32843,-8.22363
20522,Ahascragh, Galway,178054,238416,2009,0,4,0,0,2,12,0,2,1,11,9,2,53.39567,-8.33063
20523,Kilconnell, Galway,173289,231284,2009,6,1,0,0,1,3,0,0,0,4,55,1,53.33138,-8.40166
20524,Kiltormer, Galway,181932,220804,2009,0,0,0,0,2,2,0,0,0,6,1,0,53.23758,-8.27134
20526,Mountbellew, Galway,166839,246883,2009,9,7,0,0,14,39,3,1,1,10,21,4,53.47116,-8.5001
20527,Taughmaconnell, Roscommon/Longford,190668,239214,2009,1,2,0,0,3,6,0,1,0,3,0,0,53.40322,-8.14104
20528,Clonark, Roscommon/Longford,197742,235330,2009,7,2,0,0,27,29,0,1,0,9,4,2,53.3684,-8.03466
20529,Moylough, Galway,162410,248756,2009,2,4,0,0,1,17,4,0,0,0,5,0,53.48769,-8.56702
20530,Boyle, Roscommon/Longford,180337,302706,2009,10,10,0,0,21,60,3,13,3,24,51,6,53.97337,-8.30039
20533,Elphin, Roscommon/Longford,187380,288484,2009,5,4,0,0,7,6,0,13,0,5,7,0,53.84582,-8.19248
20534,Frenchpark, Roscommon/Longford,173367,291150,2009,12,7,0,0,9,15,0,3,0,4,11,0,53.86924,-8.4056
20535,Keadue, Roscommon/Longford,191056,311275,2009,5,3,0,0,7,12,0,1,0,2,6,1,54.05065,-8.1373
20536,Tulsk, Roscommon/Longford,183447,280886,2009,0,3,0,0,7,18,0,1,0,4,3,0,53.77744,-8.25182
20537,Castlerea, Roscommon/Longford,168128,279762,2009,34,14,0,0,30,51,10,21,10,31,38,10,53.76663,-8.48406
20538,Ballaghderreen, Roscommon/Longford,161621,294647,2009,33,9,0,0,28,29,2,5,4,44,60,4,53.89992,-8.58459
20539,Ballinlough, Roscommon/Longford,158095,276963,2009,5,4,0,1,12,19,1,0,1,9,7,0,53.74078,-8.63581
20543,Tuam, Galway,143273,252060,2009,60,48,0,1,43,118,19,25,7,85,204,33,53.51566,-8.85588
20544,Williamstown, Galway,161825,269848,2009,7,1,0,0,8,7,0,1,1,2,4,0,53.67714,-8.57841
20545,Milltown, Galway,140650,262772,2009,2,7,0,0,6,17,1,0,0,5,2,1,53.6116,-8.89745
20547,Glenamaddy, Galway,162969,262081,2009,5,6,0,0,8,6,1,1,0,2,9,0,53.60745,-8.56018
20548,Dunmore, Galway,151036,263315,2009,13,3,0,0,6,14,1,5,0,7,40,0,53.61755,-8.74063
20549,Corofin, Galway,142691,243381,2009,5,7,0,0,5,15,1,0,2,3,2,0,53.43763,-8.86307
20550,Barnaderg, Galway,152084,248054,2009,5,7,0,0,11,16,0,0,0,6,9,0,53.48055,-8.72246
20551,Castlebar, Mayo,114657,290095,2009,144,59,2,4,72,268,18,58,10,175,286,22,53.85343,-9.29762
20554,Balla, Mayo,125604,284167,2009,2,6,0,0,6,19,1,0,0,6,7,0,53.80187,-9.12987
20555,Partry, Mayo,115533,272850,2009,4,6,0,0,3,12,1,0,0,8,3,1,53.69868,-9.27959
20558,Crossmolina, Mayo,113519,317547,2009,16,10,0,0,11,20,3,2,1,11,16,2,54.09981,-9.32269
20559,Killala, Mayo,120423,330148,2009,10,5,0,0,5,13,3,1,2,18,9,0,54.2141,-9.22051
20561,Bonniconlon, Mayo,132750,318312,2009,0,2,0,0,0,5,1,0,0,1,5,0,54.10955,-9.02896
20562,Ballina, Mayo,124157,318813,2009,118,74,0,4,57,160,31,43,23,193,316,7,54.11286,-9.16044
20564,Enniscrone, Sligo/Leitrim,129034,329979.01,2009,22,15,0,0,14,29,2,2,1,17,26,1,54.21385,-9.08851
20566,Beal an Mhuirthead, Mayo,70539,332132,2009,19,23,0,1,4,37,1,6,2,26,55,2,54.22175,-9.98558
20569,Bangor Erris, Mayo,85880,323065,2009,3,4,0,0,2,6,0,4,0,7,5,0,54.14398,-9.74708
20570,Ballycroy, Mayo,80393,310039,2009,7,0,0,0,0,2,0,0,0,3,0,0,54.02577,-9.82585
20571,Gleann na Muaidhe, Mayo,90600,333737,2009,8,3,0,0,2,3,0,0,1,6,25,1,54.24084,-9.67876
20572,Claremorris, Mayo,135024.18,275315.22,2009,48,49,0,3,40,114,9,27,11,59,108,2,53.72361,-8.98506
20573,Kilmaine, Mayo,125619,259757,2009,2,0,0,0,1,4,0,0,0,1,3,0,53.5826,-9.12379
20574,Ballindine, Mayo,136748,269284,2009,2,2,0,1,7,18,0,0,0,4,2,1,53.66964,-8.95772
20575,Knock, Mayo,139499,283243,2009,2,4,0,0,5,14,0,0,0,9,7,0,53.79537,-8.91884
20576,Ballinrobe, Mayo,118916,264544,2009,19,13,0,0,24,39,1,11,4,33,36,0,53.62461,-9.22622
20577,Cong, Mayo,114758,255362,2009,1,0,0,0,6,12,0,2,0,8,4,0,53.54147,-9.28654
20578,Shrule, Mayo,127908,252736,2009,1,2,0,0,4,1,0,6,0,3,3,0,53.51985,-9.08762
20580,Swinford, Mayo,137517,299441,2009,17,15,0,0,16,30,4,4,1,46,41,6,53.94064,-8.95221
20581,Kiltimagh, Mayo,133851,288962,2009,5,3,0,0,9,22,0,0,2,28,21,3,53.84605,-9.00576
20582,Charlestown, Mayo,147966,301773,2009,18,11,0,1,14,41,2,2,1,21,35,2,53.96274,-8.79351
20583,Kilkelly, Mayo,144570,291862,2009,2,4,0,0,6,20,0,2,4,6,7,2,53.87336,-8.84345
20584,Ballyhaunis, Mayo,149440,279630,2009,12,14,0,0,20,49,3,8,2,13,35,2,53.76397,-8.76741
20585,Foxford, Mayo,127334,304337,2009,19,4,0,0,14,26,2,10,1,22,3,0,53.98329,-9.1084
20586,Westport, Mayo,99932,284334,2009,61,51,3,1,52,167,11,20,5,117,288,11,53.79907,-9.51943
20587,Newport Co Mayo, Mayo,98357,294512,2009,9,7,0,0,13,25,1,5,0,15,14,1,53.89017,-9.54669
20588,Gob an Choire, Mayo,74046,299957.01,2009,1,2,0,0,4,4,0,1,0,4,3,0,53.93373,-9.91848
20590,Louisburgh, Mayo,80849,280944,2009,3,5,0,0,8,16,2,6,1,19,2,0,53.76461,-9.80759
20591,Keel, Mayo,63428,304895,2009,4,0,0,0,7,4,0,0,1,1,4,0,53.97537,-10.08224
20592,Sligo, Sligo/Leitrim,169344,335702,2009,190,135,1,12,134,525,63,167,29,395,597,81,54.26925,-8.47126
20593,Collooney, Sligo/Leitrim,168198,326384,2009,11,23,0,1,18,34,1,10,2,20,19,3,54.18548,-8.48786
20594,Skreen, Sligo/Leitrim,153084,333095,2009,2,5,0,0,1,9,2,0,0,5,2,0,54.2446,-8.7204
20595,Coolaney, Sligo/Leitrim,160644,324983,2009,5,6,0,0,2,7,1,2,0,5,2,0,54.17237,-8.60338
20597,Rosses Point, Sligo/Leitrim,164470,339757,2009,4,2,0,0,6,15,1,3,0,6,3,0,54.30537,-8.54655
20598,Grange, Sligo/Leitrim,166222,349540,2009,2,4,0,0,12,36,1,2,0,11,3,1,54.39337,-8.52074
20599,Ballymote, Sligo/Leitrim,166332,315483,2009,17,19,0,0,13,32,5,5,3,19,35,6,54.08743,-8.51523
20600,Tubbercurry, Sligo/Leitrim,151957,311618,2009,9,17,0,0,16,37,4,2,0,22,22,5,54.05157,-8.73426
20601,Gurteen, Sligo/Leitrim,166216,304969,2009,10,7,0,1,6,15,0,0,0,9,7,0,53.99297,-8.51583
20602,Riverstown, Sligo/Leitrim,173899,320125,2009,5,7,0,0,19,24,2,1,1,13,7,0,54.12957,-8.4
20605,Carrick-On-Shannon, Sligo/Leitrim,194129,299437,2009,67,48,0,4,45,89,8,14,11,62,162,18,53.94434,-8.09015
20608,Drumshambo, Sligo/Leitrim,197430,310806,2009,8,8,0,0,14,25,1,2,1,17,35,0,54.04651,-8.03998
20610,Mohill, Sligo/Leitrim,208717,296825,2009,26,13,0,1,26,48,4,3,5,31,74,2,53.92084,-7.86807
20611,Roosky, Roscommon/Longford,205130,287028,2009,6,4,0,0,6,27,0,0,1,4,3,0,53.83286,-7.92283
20612,Manorhamilton, Sligo/Leitrim,188428,339522,2009,15,10,0,0,14,47,1,2,2,30,29,5,54.30436,-8.17851
20615,Kinlough, Sligo/Leitrim,181432,355287,2009,8,8,0,0,5,18,0,2,0,14,5,2,54.44577,-8.28696
20617,Dowra, Cavan/Monaghan,199053,326825,2009,5,1,0,0,1,2,0,0,0,3,2,1,54.19042,-8.01525
20618,Blacklion, Cavan/Monaghan,208111,338081,2009,9,0,0,0,6,10,0,12,0,1,4,32,54.29148,-7.87619
20619,Letterkenny, Donegal,216935,411935,2009,233,162,1,7,97,586,55,136,29,286,927,62,54.95469,-7.73642
20620,Carrigans, Donegal,236778,411663,2009,8,4,0,2,24,28,1,0,0,29,16,2,54.95118,-7.42676
20621,Castlefin, Donegal,226079,395057,2009,9,6,1,0,18,27,4,5,2,16,9,0,54.8027,-7.59523
20623,Newtowncunningham, Donegal,231549,416790,2009,15,11,0,1,13,36,3,9,2,35,38,1,54.99759,-7.5078
20624,Raphoe, Donegal,226088,403040,2009,44,5,1,1,25,32,4,2,2,41,23,2,54.8744,-7.59437
20625,Lifford, Donegal,233447,398460,2009,16,9,0,1,22,27,4,3,2,37,18,3,54.83283,-7.48027
20626,Ballybofey, Donegal,214130,394664,2009,64,37,0,0,38,81,8,11,1,36,114,1,54.79964,-7.78105
20627,Convoy, Donegal,221305,401336,2009,20,9,0,0,24,40,4,6,3,51,40,1,54.85932,-7.669
20628,Buncrana, Donegal,235086,431698,2009,83,63,2,0,32,77,11,39,10,101,154,8,55.13126,-7.4507
20629,Burnfoot, Donegal,238292,423197,2009,14,24,0,0,18,56,9,24,9,21,19,2,55.05467,-7.40159
20630,Carndonagh, Donegal,247140,445420,2009,60,23,0,1,16,24,1,20,5,69,50,3,55.25351,-7.25946
20631,Clonmany, Donegal,237379,446385,2009,8,2,0,0,1,8,1,0,3,16,11,0,55.26301,-7.41282
20634,Moville, Donegal,261918,438712,2009,26,9,0,0,20,37,7,7,2,34,23,2,55.19163,-7.02858
20635,Muff, Donegal,246764,424827,2009,12,3,0,1,20,23,3,5,3,19,19,0,55.06859,-7.26877
20636,Milford, Donegal,219322,426672,2009,10,12,0,0,3,16,3,1,1,25,30,0,55.08698,-7.69817
20637,Carraig Airt, Donegal,212888,436462,2009,10,6,0,0,3,10,1,2,1,12,54,0,55.17513,-7.79849
20638,Kerrykeel, Donegal,221329,432265,2009,8,9,0,0,10,16,3,1,2,20,20,1,55.13714,-7.66633
